SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_probability,revenue_at_risk
0,22,78.65,1663.75,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0.3699686069258756,29.098030934720118
0,10,70.3,676.15,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.3699212257814193,26.005462172433774
0,1,19.2,19.2,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.36959771169394046,7.096276064523656
1,52,50.5,2566.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0.36912377739470903,18.640750758432805
0,53,106.1,5769.75,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0.36883810323236277,39.13372275295369
0,24,51.1,1269.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.36882196622612323,18.8468024741549
0,8,19.35,152.6,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.36875473675734727,7.13540415625467
0,17,55.5,934.15,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.3685801153911892,20.456196404211
0,29,60.2,1834.15,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.3685423326596567,22.186248426111334
0,6,19.5,146.3,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.3684498539048345,7.184772151144272
0,4,20.45,82.85,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0.3681572213199173,7.5288151759923085
0,10,20.0,198.6,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.3681167553608634,7.362335107217268
0,17,55.85,937.5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.368110508406561,20.55897189450643
1,66,104.6,6819.45,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.3676942056534429,38.46081391135013
0,28,49.9,1410.25,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3666998015137823,18.298320095537736
0,15,58.95,955.15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.36648122455580895,21.604068187564938
0,44,95.1,4060.55,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.36646626760439627,34.85094204917808
0,10,19.8,196.75,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0.3661536605283338,7.24984247846101
1,54,110.45,6077.75,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0.3657209517324006,40.39387911884365
0,1,20.75,20.75,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.36506068979017836,7.575009313146201
0,26,39.95,1023.75,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.36487211842995243,14.5766411312766
0,4,20.7,73.05,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.36476841972652846,7.550706288339139
0,23,49.7,1081.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.3641900223682263,18.100244111700846
0,21,45.65,985.05,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3641081695016031,16.62153793774818
0,1,20.05,20.05,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3632940737059222,7.284046177803741
0,29,55.25,1620.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3632112872600792,20.067423621119374
0,5,20.15,117.95,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3629107419693708,7.312651450682821
0,4,19.4,93.4,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3628923368489696,7.0401113348700095
0,5,20.65,93.55,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.36283269231571086,7.492495096319429
0,12,53.65,696.35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.3628131823885043,19.464927235143254
0,1,19.85,19.85,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.36279000066504313,7.201381513201107
0,4,19.75,78.3,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3627738947381236,7.1647844210779414
0,10,62.25,612.95,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.36263772819859424,22.57419858036249
0,1,19.75,19.75,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3625380771277769,7.160127023273594
0,22,48.8,1054.6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.36253398622365857,17.691658527714537
0,42,25.1,1097.15,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.36226822760084065,9.0929325127811
0,68,83.0,5685.8,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0.3621783590691227,30.060803802737187
0,1,19.55,19.55,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3620344565984246,7.077773626499201
0,52,95.7,4976.15,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.36194223685555316,34.63787206707644
0,49,109.2,5290.45,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0.36190160335619515,39.51965508649651
0,52,100.3,5244.45,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0.36188821698475415,36.297388163570844
0,5,19.95,109.6,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3618796376469649,7.21949877105695
0,60,102.5,6157.6,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0.361725765377757,37.07689095122009
1,52,48.8,2555.05,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.361612831907782,17.64670619709976
0,2,20.3,40.25,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3615252192074902,7.3389619499120515
0,52,39.9,2020.9,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.3613200966121156,14.416671854823413
0,51,87.55,4475.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0.3612941451793811,31.63130241045481
0,1,19.25,19.25,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3612795938990745,6.954632182557184
0,5,53.85,259.8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.36127720981458517,19.45477774851541
0,5,19.35,126.05,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.36119380029842907,6.989100035774603
0,6,26.35,184.05,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3611040039256945,9.51509050344205
0,17,51.5,900.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.36107326507228554,18.595273151222706
0,4,19.0,78.9,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.360973560034081,6.858497640647538
0,8,54.65,482.25,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36096512779466416,19.726744233978398
0,4,19.0,73.45,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.36062154391750734,6.851809334432639
1,72,106.85,7677.4,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.360581369339105,38.528119313883366
0,19,58.2,1045.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.3599378996517962,20.94838575973454
1,5,59.9,287.85,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3597014497209131,21.546116838282696
0,32,64.85,2010.95,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.35963647033998003,23.322425101547704
0,11,20.45,237.3,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.3596068153457081,7.35395937381973
1,44,89.15,3990.75,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.3595321399770343,32.05229027895261
0,31,25.0,789.2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3591804213853754,8.979510534634386
0,15,56.15,931.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.35907447043692525,20.162031515033352
0,61,101.15,6383.9,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.3589942770219085,36.31227112076605
0,18,57.65,992.7,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.358618049002364,20.674330524986285
0,52,105.0,5426.85,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.3585378272726093,37.64647186362398
0,9,54.8,452.8,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.35824744009538917,19.631959717227325
0,29,68.85,1970.5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.35815263361739946,24.65880882455795
0,68,100.3,6754.35,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0.35804701914922366,35.912116020667135
0,3,19.65,60.65,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.35785186971703287,7.0317892399396955
0,33,44.55,1462.6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.357798671288134,15.939930805886368
0,9,50.8,463.6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.357785366489629,18.17549661767315
0,15,84.45,1287.85,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.3575639051004905,30.196271785736425
0,38,95.0,3605.6,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.3574276117608531,33.95562311728104
0,5,20.55,96.1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0.35715321126279787,7.339498491450496
0,35,33.45,1175.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.35713908164303293,11.946302280959452
0,25,79.0,1902.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0.35707939321578663,28.209272064047145
0,68,101.05,6770.5,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0.35682429770745344,36.05709528333817
0,3,19.3,54.7,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.35661581182383895,6.882685168200092
0,64,105.65,6903.1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0.35636425201856425,37.649883225761315
0,35,108.95,4025.5,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0.3563486179211845,38.82418192251305
0,19,75.9,1375.6,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.3562395569387221,27.03858237164901
0,5,19.85,108.05,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0.3562154986622894,7.070877648446445
0,23,81.85,1810.85,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.35620000125337803,29.15497010258899
0,5,21.05,113.85,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3561835879257114,7.497664525836226
0,24,49.55,1210.4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3558899412072827,17.634346586820854
0,47,96.1,4391.45,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0.35587623563338117,34.19970624436793
0,65,105.05,6744.25,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0.35551741553420957,37.347104501868714
0,29,100.55,2830.45,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.3555070509750126,35.74623397553752
0,66,102.45,6615.15,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0.3551369668778536,36.3837822566361
0,18,46.4,812.4,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.35511272188590454,16.47723029550597
0,33,72.75,2447.45,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.3549832135518783,25.825028785899146
0,21,65.35,1424.4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3547551948191529,23.183251981431642
1,22,63.55,1381.8,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.3546202617024811,22.536117631192674
0,5,20.25,109.8,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.35397842791371203,7.1680631652526685
0,62,104.3,6613.65,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0.3538710764650785,36.90875327530768
0,2,20.4,42.9,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.35357469906160055,7.212923860856651
0,65,108.05,7118.9,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0.35326731330461164,38.170533202563284
1,54,55.45,2966.95,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0.3531638357454459,19.582934692084976
0,5,20.35,92.75,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3531297517106294,7.186190447311309
0,5,19.95,107.05,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3530743168515424,7.043832621188271
0,50,93.5,4747.5,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.3530240782050591,33.00775131217303
0,62,106.05,6703.5,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0.3530179487647655,37.43755346650338
0,71,113.15,7953.25,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.35277235750005265,39.91619225113096
0,4,23.9,97.5,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.3523377716412252,8.420872742225281
0,40,80.8,3132.75,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.3522225869138349,28.45958502263786
0,6,20.15,130.5,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.3519598898545817,7.0919917805698205
0,6,20.7,112.75,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.35188755175341596,7.28407232129571
0,26,82.0,2083.1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0.3516069805329516,28.83177240370203
0,13,20.3,275.4,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.35159836713302994,7.137446852800508
0,49,39.2,1838.15,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.35140312835239773,13.775002631413992
0,6,20.2,123.65,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3513730238631689,7.097735082036011
1,51,79.6,3974.7,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.3511632327752494,27.952593328909852
0,2,19.25,48.35,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3511362262099634,6.759372354541795
1,45,85.7,3778.1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3509194142808091,30.07379380386534
0,49,94.8,4690.65,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0.35076241582809686,33.252277020503584
0,22,55.15,1206.05,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.35063320625319266,19.337421324863573
0,13,53.45,718.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3505072465616948,18.734612328722587
0,3,20.2,50.6,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.350485886542494,7.0798149081583786
0,23,84.4,1936.85,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.35045956520709315,29.578787303478663
0,6,20.0,109.2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.34996792520673503,6.999358504134701
0,13,19.3,279.3,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.3494295371913853,6.743990067793737
0,12,33.6,435.45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.34912198666118427,11.730498751815793
0,4,20.85,62.9,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.34893800338072306,7.275357370488076
0,41,55.7,2237.55,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.34874691799712343,19.425203332439775
0,7,20.0,137.6,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.3486905081630073,6.973810163260145
0,67,109.4,7281.6,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0.34866257509556897,38.14368571545525
0,66,95.3,6273.4,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0.3486427953800902,33.22565839972259
0,4,20.35,76.35,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.34858762282388817,7.093758124466125
0,31,79.3,2484.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0.34855340800324847,27.640285254657602
0,43,80.2,3581.6,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0.34830439337018165,27.93401234828857
0,42,40.15,1626.05,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.3479632961965455,13.9707263422913
0,67,109.7,7344.45,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0.34778614832966354,38.15214047176409
0,52,111.25,5916.45,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0.3476111884655324,38.67174471679048
0,5,20.05,95.55,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0.3473226757906794,6.9638196496031215
1,52,104.45,5481.25,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.3472146932337959,36.266574708269985
0,66,92.15,6056.9,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.34696470002404284,31.97279710721555
0,8,20.15,156.25,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.34661512509538656,6.984294770672038
0,63,99.9,6137.0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.34612950210722754,34.578337260512036
0,48,44.8,2104.55,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.3459820002447319,15.499993610963989
0,39,59.85,2341.5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.3458453089403899,20.698841740082337
0,28,60.0,1682.05,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0.3456548951678053,20.739293710068317
0,57,97.55,5598.0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0.34542391034316117,33.69610245397537
0,10,20.05,218.5,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0.34534658874200247,6.924199104277149
1,72,105.0,7578.05,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.34531046774774743,36.25759911351348
0,6,19.7,129.55,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0.34529549447229874,6.802321241104285
0,22,59.05,1253.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.34524881962094256,20.38694279861666
0,46,84.25,3847.6,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3451439962550902,29.078381684491347
0,55,54.55,2978.3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.3451264413809172,18.82664737732903
0,12,30.25,368.85,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.34480116489841295,10.430235238176992
0,15,38.8,603.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0.3444601405097861,13.3650534517797
0,69,99.5,6841.45,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0.34433636424319414,34.261468242197815
0,30,40.35,1187.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0.34390688464205454,13.876642795306902
0,3,20.85,60.65,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3438921910351812,7.170152183083529
0,42,49.55,2077.95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.34369828700321436,17.03025012100927
0,72,104.15,7303.05,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0.34338770648679384,35.76382963059958
0,17,80.85,1445.95,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0.34334214350716574,27.75921230255435
0,43,56.15,2499.3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.34308478051387853,19.26421042585428
0,6,20.65,109.3,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.343018119763289,7.083324173111917
0,54,106.55,5763.3,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.3429865345840649,36.545215259932114
0,11,19.25,180.3,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.3429005448253666,6.600835487888307
0,7,20.65,155.9,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.3426330303183773,7.0753720760744905
0,50,103.4,5236.4,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.3423959349204409,35.40373967077359
